id,question,A,B,C,D,E,answer,category,macro category
103,"Un uomo di 72 anni presenta forti dolori al dorso, una massa addominale pulsante ed ipotensione. Il primo sospetto diagnostico è:",infarto intestinale,aneurisma dissecante dell'aorta,rottura o fissurazione di aneurisma dell'aorta addominale,sindrome di Leriche,aneurisma dell'arteria epatica,C,Area Clinica 2017,chirurgia generale
104,La localizzazione più frequente di gastrinomi è:,antro gastrico,duodeno,pancreas,milza,colecisti,C,Area Clinica 2017,chirurgia generale
105,Il microrganismo responsabile della colite pseudomembranosa (colite da antibiotici) è:,C. perfringens,B. fragilis,C. difficile,E. coli,C. tetani,C,Area Clinica 2017,chirurgia generale
106,Per perforazione diastasica si intende una perforazione a monte di un segmento intestinale ostruito. In caso di una importante stenosi neoplastica del sigma in quale sede è più frequente trovare tale tipo di lesione?,colon discendente,sigma,colon trasverso,cieco,flessura splenica,D,Area Clinica 2017,chirurgia generale
107,Nella diagnosi di appendicite acuta è più importante:,ecografia addominale,TC,rx digerente con revisione del tenue,clisma opaco,anamnesi ed esame obiettivo,E,Area Clinica 2017,chirurgia generale
108,"Quale dei seguenti esami è più utile per la diagnosi di una neoplasia periferica del polmone? AREA CLINICA Pag. 19/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",radiografia standard del torace,scintigrafia polmonare,TAC,broncografia,broncoscopia,C,Area Clinica 2017,chirurgia generale
109,In quali delle seguenti neoplasie primitive la resezione di eventuali metastasi epatiche può effettivamente portare ad un miglioramento della prognosi:,colon,mammella,stomaco,ovaio,prostata,A,Area Clinica 2017,chirurgia generale
110,L'arteria mesenterica inferiore irrora:,colon sinistro e parte del retto,intestino tenue,colon destro,canale anale,ampolla rettale bassa,A,Area Clinica 2017,chirurgia generale
111,Quale funzione svolge lo sfintere esofageo inferiore?,impedire il reflusso di materiale gastrico nell'esofago,ritardare il transito del bolo,accelerare il transito del bolo,favorire l'eruttazione,svolge tutte le funzioni indicate,A,Area Clinica 2017,chirurgia generale
112,"In un paziente con storia di coliche biliari ripetute, il rilievo di  vie biliari dilatate, ma prive di calcoli, è presumibilmente dovuta, in prima istanza, a:",tumore della testa del pancreas,colangite sclerosante,stenosi infiammatoria della papilla di Vater,atonia della via biliare principale,cirrosi biliare secondaria,C,Area Clinica 2017,chirurgia generale
113,Tutte le seguenti indagini strumentali sono indicati per la diagnosi di feocromocitoma tranne:,risonanza magnetica,TAC,aortografia,flebografia retrograda,pielografia ascendente,E,Area Clinica 2017,chirurgia generale
114,"Il  segno di Troisier è : AREA CLINICA Pag. 20/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",La presenza di ascite neoplastica,Un particolare tipo di metastasi ovarica,La presenza di linfonodi palpabili metastaticiin sede sopraclaveare,Un segno di ipocalcemia post resezione gastrica,Un segno precoce dell'ascite chilosa,C,Area Clinica 2017,chirurgia generale
115,Il tumore di Klatskin e':,un tumore maligno delle vie biliari intraepatiche,tumore maligno della confluenza dei dotti epatici destro e sinistro,tumore maligno della testa del pancreas,tumore maligno della coda del pancreas,tumore maligno del corpo del pancreas,B,Area Clinica 2017,chirurgia generale
116,Una tromboflebite migrante resistente al trattamento con anticoagulanti è suggestiva per una diagnosi di:,ulcera gastrica,carcinoma del pancreas,cirrosi biliare,colecistite calcolosa,perforazione colica,B,Area Clinica 2017,chirurgia generale
117,Il corretto trattamento chirurgico per una neoplasia del colon ascendente è:,l'emicolectomia destra,l'emicolectomia sinistra,la resezione ileo-ciecale,la resezione segmentaria,la colectomia subtotale,A,Area Clinica 2017,chirurgia generale
118,La diagnosi citologica di cancro broncogeno in un paziente con esame dell'espettorato e broncoscopia negativi può essere ottenuta con:,agospirato,TAC,stratigrafia,scintigrafia,broncografia,A,Area Clinica 2017,chirurgia generale
119,"In caso di ostruzione completa del giunto pielo-ureterale da parte di un calcolo, per la precisa localizzazione del calcolo, quale indagine diagnostica è più indicata?",urografia endovenosa,TAC,scintigrafia renale,radiografia diretta dell'addome,pielografia ascendente,E,Area Clinica 2017,chirurgia generale
120,"Tutti i seguenti possono essere esito di incompleta chiusura dell'uraco, tranne: AREA CLINICA Pag. 21/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",fistola urinosa ombellicale,calcoli del dotto,cisti o ascessi,neoplasie,"""caput medusae""",E,Area Clinica 2017,chirurgia generale
121,L'angina abdominis è determinata da:,neoplasia del colon,emorragia intestinale,diverticolite,ischemia cronica intestinale,ulcera peptica post-anastomotica,D,Area Clinica 2017,chirurgia generale
122,Qual e' il carcinoma della tiroide piu' frequente?,papillifero,midollare,follicolare,anaplastico,emangiosarcoma,A,Area Clinica 2017,chirurgia generale
123,Una emorragia rettale come si definisce?,Ematemesi,Melena,Proctorragia,Enterorragia,Menorragia,C,Area Clinica 2017,chirurgia generale
124,"Quale, tra i seguenti esami, consente una diagnosi differenziale fra acalasia cardiale e cancro dell'esofago?",mediastinoscopia,esofagoscopia con biopsia,esofagografia,manometria esofagea,PHmetria,B,Area Clinica 2017,chirurgia generale
125,Il test diagnostico piu' sensibile per la diagnosi di reflusso gastroesofageo e':,EGDS,Manometria,Ph metria,Rx torace,Rx con pasto baritato,C,Area Clinica 2017,chirurgia generale
126,"Quale dei seguenti parametri è più determinante nella valutazione prognostica di un paziente affetto da reflusso vescico-ureterale: AREA CLINICA Pag. 22/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",la presenza di una nefropatia da reflusso,l'età,una familiarità positiva,la frequenza degli episodi infettivi delle vie urinarie negli ultimi 12 mesi,l'estensione ad entrambi i lati della patologia,A,Area Clinica 2017,chirurgia generale
127,La toracotomia d'urgenza è indicata in caso di:,Contusione polmonare,Versamento pleurico bilaterale,Emotorace rifornito,Pneumatorace a valvola,Empiema pleurico,C,Area Clinica 2017,chirurgia generale
128,L'acalasia è:,una alterazione motoria caratterizzata esclusivamente da mancato rilasciamento dello sfintere esofageo inferiore,una alterazione motoria caratterizzata da mancato rilasciamento dello sfintere esofageo superiore,"una alterazione motoria caratterizzata da mancato rilasciamento dello sfintere esofageo inferiore, assente od incoordinata attività peristaltica e dilatazione dell'esofago","una alterazione motoria caratterizzata da mancato rilasciamento dello sfintere esofageo superiore, assente od incoordinata attività peristaltica e dilatazione dell'esofago","una alterazione motoria caratterizzata da mancato rilasciamento dello sfintere esofageo superiore ed inferiore, assente od incoordinata attività peristaltica e dilatazione dell'esofago",C,Area Clinica 2017,chirurgia generale
129,Cosa significa Xenotrapianto:,Trapianto tra consanguinei,Trapianto tra esseri umani di sesso diverso,Trapianto tra esseri umani di razza diversa,Trapianto tra individui di specie diversa,Trapianto di organo artificiale,D,Area Clinica 2017,chirurgia generale
130,La sede più frequente dell'ulcera gastrica e':,il fondo,l'antro,la grande curvatura,la piccola curvatura,il cardias,D,Area Clinica 2017,chirurgia generale
131,"Di fronte a una paziente con stillicidio ematico del capezzolo, qual'è l'esame di prima scelta che è più indicato eseguire:",ecografia mammaria,duttogalattografia,mammografia,agoaspirato della lesione palpabile,"TAC AREA CLINICA Pag. 23/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",B,Area Clinica 2017,chirurgia generale
132,A quanti cm. dalla valvola ileo-cecale si reperta più frequentemente il diverticolo di Meckel:,a 20 cm.,a 10 cm.,a 60 cm,a 1 metro,"a 1 ,5 metro",C,Area Clinica 2017,chirurgia generale
133,In quale neoplasia testicolare si ha elevazione della b-HCG?,sertolioma,seminoma,corioncarcinoma,leydigioma,carcinoma anaplastico,C,Area Clinica 2017,chirurgia generale
134,"Nella trombosi venosa profonda degli arti inferiori, la positività del segno di Homan è rappresentata da:",dilatazione delle vene superficiali della gamba,stravaso emorragico nei tessuti circostanti,ipersensibilità al freddo,dolore al polpaccio durante la flessione dorsale del piede,assenza del polso femorale,D,Area Clinica 2017,chirurgia generale
135,"Il trattamento di scelta di una neoplasia epatica, limitata ad uno dei due lobi principali, è:",radioterapia e chemioterapia,sola chemioterapia,sola radioterapia,chemioterapia endoarteriosa epatica,"epatectomia (destra o sinistra), eventualmente seguita da chemioterapia",E,Area Clinica 2017,chirurgia generale
136,La legatura della vena spermatica e' indicata in caso di:,varicocele,aumento congenito del numero delle vene del funicolo,nella stasi venosa del testicolo,nelle orchiti recidivanti,nell'epididimite,A,Area Clinica 2017,chirurgia generale
137,In presenza di opacità polmonare in un soggetto di 40 anni è necessario:,iniziare un ciclo di terapia antibiotica,intervenire al più presto chirurgicamente,chiarire la diagnosi prima di stabilire la terapia,iniziare un ciclo di chemioterapia antitubercolare,tutte le altre risposte indicate,C,Area Clinica 2017,chirurgia generale
138,"Un corpo estraneo endo-bronchiale: AREA CLINICA Pag. 24/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",può essere trattato con terapia conservativa,deve essere rimosso endoscopicamente,deve essere rimosso chirurgicamente,"deve essere rimosso endoscopicamente, solo se acuminato","deve essere rimosso chirurgicamente, solo se acuminato",B,Area Clinica 2017,chirurgia generale
139,Un aumento del fremito vocale tattile si rileva in caso di:,empiema pleurico,versamento pleurico,pneumotorace,addensamento polmonare con bronchi pervi,enfisema polmonare,D,Area Clinica 2017,chirurgia generale
140,Tutti i seguenti sono  sintomi tipici di carcinoma del retto TRANNE:,dolore iperperistaltico in fossa iliaca destra (FIDx),presenza di alvo alterno,tenesmo,mucorrea mattutina,stipsi ingravescente,A,Area Clinica 2017,chirurgia generale
141,"Dolore e distensione addominale, aumento della peristalsi, vomito, alvo chiuso a feci e gas sono caratteristiche di:",occlusione intestinale,peritonite,pancreatite,colecistite,tutte le condizioni indicate,A,Area Clinica 2017,chirurgia generale
142,"Tutti i seguenti tumori possono dare una sindrome di Cushing paraneoplastica, tranne:",tumori del timo,tumori del pancreas,tumori dell'osso,tumori del colon,tumori dell'ovaio,C,Area Clinica 2017,chirurgia generale
143,"Un miocardio severamente danneggiato può andare incontro a fibrillazione atriale o arresto cardiaco in tutte le seguenti manovre e situazioni , tranne:",aspirazione endotracheale,intubazione naso - gastrica,vomito,stimolazione vagale,misurazione della pressione artesiosa,E,Area Clinica 2017,chirurgia generale
144,"Il carcinoma colo-rettale ereditario non polipoide sede-specifico (sindrome di Linch I) ha le seguenti caratteristiche , TRANNE: AREA CLINICA Pag. 25/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",ereditarietà autosomica dominante,prevalenza nel colon prossimale,giovane età di insorgenza,frequente tromboflebite migrante,è associato a mutazione a carico dei geni del mismatch repair,D,Area Clinica 2017,chirurgia generale
145,"Quale tra le seguenti patologie può essere più frequentemente causa di una tromboflebite migrante, resistente alla terapia anticoagulante?",carcinoma del pancreas,cirrosi biliare,sindrome di Mallory-Weiss,colecistite acuta,ulcera perforata,A,Area Clinica 2017,chirurgia generale
146,Che cosa non comprendono i sintomi tipici della dispepsia?,stitichezza,tensione epigastrica post prandiale,bruciori,eruttazione,pirosi,A,Area Clinica 2017,chirurgia generale
147,"Nei soggetti affetti da diverticolosi esofagea, l'esofagoscopia è:",da consigliare,da evitare assolutamente,necessaria,da praticare con cautela dopo indagine radiografica,indispensabile,D,Area Clinica 2017,chirurgia generale
148,Un uomo di 48 anni ha una massa soffice adesa ad un testicolo. Lo scroto è rosso e soffice. E' presente febbre e piuria. La diagnosi più probabile è:,ernia incarcerata,tubercolosi dell'epididimo,neoplasia del testicolo,epididimite acuta,prostatite,D,Area Clinica 2017,chirurgia generale
149,"Tutte le seguenti sono complicacanze della colecistite acuta, tranne:",pancreatite,peritonite,fistola biliare,perforazione,tromboflebite migrante,E,Area Clinica 2017,chirurgia generale
150,"Donna di 60 anni con neoplasia di 1 cm. di diametro, localizzata al quadrante supero-esterno della mammella dx. senza evidenti AREA CLINICA Pag. 26/578 Ministero dell Istruzione, dell  Università e della Ricerca, , metastasi a distanza. La paziente gode di un ottimo stato di salute, è autonoma nella sua vita di relazione e vive in famiglia. Quale tra le seguenti è l'opzione terapeutica chirurgica più ragionevole?",Non si opera,Si opera con mastectomia radicale conservando i muscoli pettorali,Si esegue una quadrantectomia con esame del linfonodo sentinella,Si esegue tumorectomia in anestesia locale,Si esegue mastectomia sottocutanea,C,Area Clinica 2017,chirurgia generale
151,La malattia di Riedel della tiroide è:,un adenoma,un'iperplasia tiroidea semplice,una neoplasia,una cisti tiroidea complicata,una malattia infiammatoria cronica,E,Area Clinica 2017,chirurgia generale
152,Quale delle seguenti può costituire una causa di ileo paralitico?,morbo di Crohn,un volvolo del sigma,ipokaliemia,ileo biliare,neoplasia del retto,C,Area Clinica 2017,chirurgia generale
153,Il seminoma del testicolo:,e' il più raro tumore testicolare,si accresce velocemente,metastatizza di preferenza alle ossa,tutte le risposte indicate,nessuna delle risposte indicate,E,Area Clinica 2017,chirurgia generale
154,"In un paziente anziano  tutte le seguenti sono condizioni predisponenti alla formazione di una piaga da decubito, TRANNE:",malnutrizione,allettamento,diabete,vasculopatia,familiarità,E,Area Clinica 2017,chirurgia generale
