id,question,A,B,C,D,E,answer,category,macro category
106,Un diabetico anziano insulino-dipendente deve ricevere un trattamento con beta-bloccante per ipertensione e angina. Quale fra i seguenti potrebbe essere la scelta più accettabile?,propranololo,pindololo,atenololo,nadololo,timololo,C,Area Preclinica 2016,farmacologia
107,I farmaci della classe dei chinoloni:,sono impiegati esclusivamente nella terapia delle infezioni urinarie,sono inibitori della sintesi proteica delle cellule batteriche,"sono inibitori della DNA girasi, un enzima simile alla topoisomerasi II eucariota",non sono soggetti a fenomeni di resistenza batterica noti,sono impiegati solo in associazione ad altri farmaci antibatterici,C,Area Preclinica 2016,farmacologia
108,"Una delle seguenti penicilline è beta lattamasi resistente. Indicare quale AREA PRE-CLINICA Pag. 19/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Amoxicillina,Meticillina,Piperacillina,Ticarcillina,Feneticillina,B,Area Preclinica 2016,farmacologia
109,I pazienti dislipidemici che non hanno beneficio da terapia con le statine possono essere:,soggetti che assumono contemporaneamente derivati dell'acido fibrico,pazienti con diabete mellito,soggetti con dislipidemia caratterizzata da alti livelli di LDL,pazienti che non esprimono recettori per le LDL a livello epatico (dislipidemia familiare),pazienti con bassi livelli di HDL,D,Area Preclinica 2016,farmacologia
110,"Un paziente di 72 anni con parkinsonismo presenta piedi edematosi di color rossastro, sensibili, molto dolorosi. Questi sintomi possono scomparire in pochi giorni se verrà detto al paziente di sospendere uno dei seguenti farmaci che sta eventualmente assumendo:",levodopa,selegilina,bromocriptina,benztropina,amantadina,C,Area Preclinica 2016,farmacologia
111,"Indicare quale, tra le seguenti affermazioni sui diuretici, è corretta:","hanno un ruolo terapeutico fondamentale negli edemi cardiaci, nell'ascite, nell'insufficienza renale cronica e nella sindrome nefrosica",non trovano alcun impiego nello scompenso ventricolare sinistro acuto,sono efficaci solo se somministrati per via parenterale,"devono essere somministrati per via parenterale per mantenere l'effetto diuretico quando nei loro  confronti compaia resistenza","quando sono somministrati per via orale in dosi generose combattono efficacemente l'edema  polmonare da  scompenso ventricolare sinistro acuto",A,Area Preclinica 2016,farmacologia
112,"Indicare quale, tra le seguenti affermazioni sui farmaci antiemetici, è corretta","scopolamina e ioscina, antagonisti muscarinici, sono particolarmente efficaci nella cura del vomito da citostatici",la metoclopramide è un antagonista dopaminergico impiegato nel vomito da citostatici,l'ondansetrone causa importanti effetti extrapiramidali,i neurolettici non possono essere utilizzati durante la gravidanza a causa del loro effetto sul feto,l'area postrema o centro del vomito si trova all'interno della barriera emato encefalica.,B,Area Preclinica 2016,farmacologia
113,Quale dei seguenti farmaci è un barbiturico usato come antiepilettico ?,Pentobarbital,Tiopentale,Fenobarbital,"Diazepam AREA PRE-CLINICA Pag. 20/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Secobarbital,C,Area Preclinica 2016,farmacologia
114,La somatostatina:,è un peptide lineare,è attiva nelle emorragie da varici esofagee,inibisce la liberazione di istamina ma non di gastrina,non ha azioni dirette sulla cellula parietale,è più selettiva dell'analogo di sintesi octreotide sono profarmaci attivati a livello epatico,B,Area Preclinica 2016,farmacologia
115,"Tutte le seguenti affermazioni relative agli steroidi della corteccia surrenale sono corrette, tranne:",Le concentrazioni plasmatiche fisiologiche di cortisolo seguono un ritmo circadiano con un picco massimo nella mattinata,"Il betametasone ha una potenza antiinfiammatoria più che doppia rispetto al fludrocortisone, che a sua volta è circa dieci volte più potente del cortisolo",Il prednisone ha un T½ intermedio rispetto al cortisone (breve) e al betametasone (lungo),"Tra gli effetti avversi conseguenti al trattamento con corticosteroidi possono essere compresi: irsutismo, acne, ecchimosi",La somministrazione esogena di ACTH può essere utilizzata per la diagnosi differenziale nella sindrome di Cushing,E,Area Preclinica 2016,farmacologia
116,Quale tra le seguenti affermazioni meglio si adatta alla somministrazione dei farmaci per via endovenosa?,non può essere utilizzata per soluzioni oleose,la velocità di assorbimento può essere ridotta associando un vasocostrittore,può essere utilizzata per forme liquide a lento rilascio,la biodisponibilità può essere limitata dall'effetto di primo passaggio,richiede la collaborazione del paziente,A,Area Preclinica 2016,farmacologia
117,Indicare il meccanismo d'azione antibatterica del trimethoprim,Inibizione della glucosio 6 fosfato deidrogenasi,Inibizione della diidropteroatosintetasi,Inibizione della timidilato sintetasi,Inibizione della captazione cellulare del PABA,Inibizione della diidrofolato reduttasi,E,Area Preclinica 2016,farmacologia
118,I farmaci più efficaci per ridurre le concentrazioni plasmatiche di trigliceridi sono:,statine,probucolo,fibrati,resine sequestranti gli acidi biliari,inibitori della lipasi pancreatica,C,Area Preclinica 2016,farmacologia
119,"Un paziente trattato con penicillina G che manifesti a distanza di 7-12 giorni orticaria, febbre, edemi articolari, artralgie, linfoadenopatie, edemi al viso e al collo è molto probabilmente affetto da:",agranulocitosi,shock anafilattico,"malattia da siero AREA PRE-CLINICA Pag. 21/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",lupus eritematoso,glomerulinefrite acuta,C,Area Preclinica 2016,farmacologia
120,Quale tra i seguenti NON è considerato un sintomo di intossicazione da inibitori delle colinesterasi?,miosi,broncocostrizione,iposecrezione bronchiale,bradicardia,diarrea,C,Area Preclinica 2016,farmacologia
121,Un paziente lamenta disuria e pollacchiuria. L'analisi delle urine mostra un'ematuria microscopica ma nessuna batteriuria. Quale dei seguenti farmaci che sta assumendo è quello più probabilmente responsabile per questo effetto avverso?,Ciclosporina,Naproxene,Gentamicicina,Ciclofosfamide,Penicillina G,D,Area Preclinica 2016,farmacologia
122,Il farmaco più attivo nell'interrompere un attacco di emicrania è:,Propanololo,Metisergide,Clonidina,Sumatriptan,Amitriptilina,D,Area Preclinica 2016,farmacologia
123,L'induzione enzimatica:,Accelera il metabolismo dei farmaci,Avviene entro breve tempo dall'assunzione dal composto induttore,É un effetto dovuto solo all'assunzione dei farmaci,Non comporta  la modificazione del dosaggio,Nessuna delle altre risposte indicate,A,Area Preclinica 2016,farmacologia
124,I neurolettici sono farmaci indicati nel trattamento di:,insonnia,ipertensione,mania acuta,convulsioni,dolore,C,Area Preclinica 2016,farmacologia
125,Tutte le seguenti affermazioni relative ai glucocorticoidi sono corrette tranne:,Mascherano i sintomi della malattia sottostante,La somministrazione acuta comporta sempre effetti indesiderati,"La somministrazione cronica comporta sempre effetti indesiderati AREA PRE-CLINICA Pag. 22/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",La terapia con glucocorticoidi generalmente non è risolutiva,Risultano utili nelle situazioni in cui la risposta dell'ospite è la causa della malattia,B,Area Preclinica 2016,farmacologia
126,I nitrati:,danno vasodilatazione solo in presenza di endotelio integro,sono vasodilatatori specifici per le arteriole e i vasi precapillari,diminuiscono sia il pre-carico che il post-carico,non agiscono sul muscolo liscio extravascolare,inducono effetti inotropi e cronotropi negativi,C,Area Preclinica 2016,farmacologia
127,In caso di grave emorragia dovuta ad iperdosaggio di eparina:,è necessario somministrare vitamina K per via endovenosa,bisogna praticare una trasfusione di plasma fresco,bisogna facilitare l'eliminazione renale del farmaco con diuretici ad alta efficacia,bisogna somministrare fibrinogeno,"è necessario somministrare un antidoto specifico, quale la protamina",E,Area Preclinica 2016,farmacologia
128,Quale tra i seguenti farmaci NON è controindicato in pazienti con ulcera peptica?,caffeina,FANS,nicotina,prednisone,metoclopramide,E,Area Preclinica 2016,farmacologia
129,L'effetto massimo (Emax) raggiunto da un farmaco è una misura di,Potenza,Efficacia,Risposta quantale,Grandezza dell'antagonista,Indice terapeutico,B,Area Preclinica 2016,farmacologia
130,Il bromuro di pancuronio si utilizza a scopo:,Sedativo,Analgesico,Anestetico,Miorilassante,Vagolitico,D,Area Preclinica 2016,farmacologia
131,Tutte le seguenti affermazioni sono corrette tranne:,la procainamide è un antiaritmico di classe I,la disopiramide non va somministrata in caso di insufficienza cardiaca congestizia,"la chinidina glucuronata raggiunge il picco di concentrazione plasmatica 4 h dopo una somministrazione orale AREA PRE-CLINICA Pag. 23/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",il verapamil può convertire la fibrillazione atriale in flutter,"la chinidina solfato raggiunge il picco di concentrazione plasmatica 1,5 h dopo una somministrazione orale",D,Area Preclinica 2016,farmacologia
132,Qual è l'indicazione elettiva della teicoplanina?,Infezioni da pneumococchi,Infezioni da micobatteri,Infezioni da stafilococchi,Infezioni da salmonella,Infezioni da coli,C,Area Preclinica 2016,farmacologia
133,Un farmaco generico è,una molecola usata per la terapia di molte malattie,una miscela di molecole,un farmaco usato nella terapia omeopatica,un farmaco che si può acquisire senza ricetta medica,un farmaco il cui brevetto è scaduto,E,Area Preclinica 2016,farmacologia
134,I contraccettivi ormonali femminili possono provocare lo sviluppo di:,adenoma epatico,cisti ovariche,carcinoma ovarico,gastrite,glaucoma,A,Area Preclinica 2016,farmacologia
135,La somministrazione di amminofillina endovena NON causa:,vertigini,ipertensione,precordialgia,cefalea,nausea,B,Area Preclinica 2016,farmacologia
136,Quale tra i seguenti NON è un effetto avverso comune ai farmaci antiinfiammatori non steroidei:,intolleranza gastrointestinale,inibizione dell'aggregazione piastrinica,ipotensione ortostatica,nefrotossicità,reazioni di ipersensibilità,C,Area Preclinica 2016,farmacologia
137,Quale tra le seguenti NON è una manifestazione da sovradosaggio di benzodiazepine:,sonnolenza,atassia,"astenia AREA PRE-CLINICA Pag. 24/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",diarrea,marcato rilasciamento muscolare,D,Area Preclinica 2016,farmacologia
138,Il protossido d'azoto:,è un metabolita attivo dei nitroderivati,è un anestetico generale per via inalatoria,non ha attività analgesica,provoca una ipotensione dose-dipendente,inibisce la contrattilità uterina,B,Area Preclinica 2016,farmacologia
139,Nell'intossicazione da oppiacei le pupille sono:,Miotiche,Midriatiche,Anisicoriche,Iperflessiche,Intermedie,A,Area Preclinica 2016,farmacologia
140,E' un impiego clinico delle benzodiazepine:,morbo di Parkinson,glaucoma,cefalea,insonnia,ulcera peptica,D,Area Preclinica 2016,farmacologia
141,L'utilizzo dei bloccanti neuromuscolari è utile in tutti i seguenti casi tranne:,nell'anestesia per il rilasciamento della muscolatura scheletrica,per prevenire traumi durante l'elettroshock,per facilitare manovre diagnostiche quali laringoscopia,negli spasmi della muscolatura liscia intestinale,per il controllo iniziale della pressione arteriosa in pazienti con aneurisma aortico,D,Area Preclinica 2016,farmacologia
142,Le penicillinasi interferiscono con l'attività antibatterica delle penicilline mediante quale dei seguenti meccanismi?,Aumentano la clearance renale della penicillina,Mediante idrolisi dell'anello beta lattamico,Mediante idrolisi dell'anello tiazolidinico,Mediante spiazzamento della penicillina dal legame farmaco proteico,Mediante deaminazione della catena laterale,B,Area Preclinica 2016,farmacologia
143,Il farmaco antiaritmico di prima scelta per trattare le aritmie da digitale è:,Frammenti Fab antidigossina,Lidocaina,"Procainamide AREA PRE-CLINICA Pag. 25/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Verapamil,Propafenone,A,Area Preclinica 2016,farmacologia
144,Quale tra questi gruppi è solitamente maggiormente rappresentato negli studi sperimentali con farmaci?,uomini adulti.,donne in età fertile.,neonati.,soggetti con più malattie.,soggetti anziani.,A,Area Preclinica 2016,farmacologia
145,Tutti i seguenti fattori tendono ad abbassare la concentrazione plasmatica di un farmaco tranne:,la ridotta biodisponibilità orale,il riassorbimento tubulare renale,la biotrasformazione metabolica,l'escrezione biliare,la distribuzione tissutale,B,Area Preclinica 2016,farmacologia
146,"Quale, dei sottoindicati, è il meccanismo d'azione della polimixina B?",Interferenza con la subunità 30 S,Aggancio alle PBPS,Interferenza con la subunità 50 S,Reazione con la struttura fosfolipidica della membrana,Nessuno dei meccanismi elencati,D,Area Preclinica 2016,farmacologia
147,"Quale, tra i seguenti farmaci, non è utile nel trattamento della gotta?",allopurinolo,aspirina,colchicina,indometacina,probenecid,B,Area Preclinica 2016,farmacologia
148,Quale di questi farmaci può essere considerato un agente di prima scelta per la terapia ambulatoriale del paziente con scompenso cardiaco non fibrillante?,Dobutamina,Amrinone,Enalapril,Digitossina,Sodio nitroprussiato,C,Area Preclinica 2016,farmacologia
149,Quale tra i seguenti farmaci NON determina stipsi?,Petidina,verapamil,"carbonato di calcio AREA PRE-CLINICA Pag. 26/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",chinidina,colestiramina,D,Area Preclinica 2016,farmacologia
150,Quale delle seguenti affermazioni riguardanti l'utilizzo degli antagonisti dei recettori per l'istamina nella terapia antiulcera è corretta?,agiscono sui recettori presenti a livello delle cellule enterocromaffino-simili,"la nizatidina, somministrata per os, ha una biodisponibilità minore del 30%",la cimetidina inibisce l'attività del citocromo P450,la ranitidina è utilizzata esclusivamente nell'esofagite da reflusso,gli antagonisti H2 sono escreti attraverso le feci,C,Area Preclinica 2016,farmacologia
151,"Tutte le seguenti affermazioni riguardanti l'utilizzo degli antagonisti dei recettori per l'istamina nella terapia antiulcera sono errate, tranne:",agiscono sui recettori presenti a livello delle cellule enterocromoaffino-simili,"la nizatidina, somministrata per os ha una biodisponibilità minore del 30%",la cimetidina inibisce l'attività del citocromo P450,la ranitidina è utilizzata esclusivamente nell'esofagite da reflusso,gli antagonisti H2 sono escreti attraverso le feci.,C,Area Preclinica 2016,farmacologia
