id,question,A,B,C,D,E,answer,category,macro category
115,la somatostatina:,è un peptide lineare,è attiva nelle emorragie da varici esofagee,inibisce la liberazione di istamina ma non di gastrina,non ha azioni dirette sulla cellula parietale,è più selettiva dell'analogo di sintesi octreotide sono profarmaci attivati a livello epatico,B,Area Preclinica 2016,farmacologia
116,"tutte le seguenti affermazioni relative agli steroidi della corteccia surrenale sono corrette, tranne:",le concentrazioni plasmatiche fisiologiche di cortisolo seguono un ritmo circadiano con un picco massimo nella mattinata,"il betametasone ha una potenza antiinfiammatoria più che doppia rispetto al fludrocortisone, che a sua volta è circa dieci volte più potente del cortisolo",il prednisone ha un t½ intermedio rispetto al cortisone (breve) e al betametasone (lungo),"tra gli effetti avversi conseguenti al trattamento con corticosteroidi possono essere compresi: irsutismo, acne, ecchimosi",la somministrazione esogena di acth può essere utilizzata per la diagnosi differenziale nella sindrome di cushing,E,Area Preclinica 2016,farmacologia
117,quale tra le seguenti affermazioni meglio si adatta alla somministrazione dei farmaci per via endovenosa?,non può essere utilizzata per soluzioni oleose,la velocità di assorbimento può essere ridotta associando un vasocostrittore,può essere utilizzata per forme liquide a lento rilascio,la biodisponibilità può essere limitata dall'effetto di primo passaggio,richiede la collaborazione del paziente,A,Area Preclinica 2016,farmacologia
118,indicare il meccanismo d'azione antibatterica del trimethoprim,inibizione della glucosio 6 fosfato deidrogenasi,inibizione della diidropteroatosintetasi,inibizione della timidilato sintetasi,inibizione della captazione cellulare del paba,inibizione della diidrofolato reduttasi,E,Area Preclinica 2016,farmacologia
119,i farmaci più efficaci per ridurre le concentrazioni plasmatiche di trigliceridi sono:,statine,probucolo,fibrati,resine sequestranti gli acidi biliari,inibitori della lipasi pancreatica,C,Area Preclinica 2016,farmacologia
120,"un paziente trattato con penicillina g che manifesti a distanza di 7-12 giorni orticaria, febbre, edemi articolari, artralgie, linfoadenopatie, edemi al viso e al collo è molto probabilmente affetto da:",agranulocitosi,shock anafilattico,malattia da siero,lupus eritematoso,glomerulinefrite acuta,C,Area Preclinica 2016,farmacologia
121,quale tra i seguenti non è considerato un sintomo di intossicazione da inibitori delle colinesterasi?,miosi,broncocostrizione,iposecrezione bronchiale,bradicardia,diarrea,C,Area Preclinica 2016,farmacologia
122,un paziente lamenta disuria e pollacchiuria. l'analisi delle urine mostra un'ematuria microscopica ma nessuna batteriuria. quale dei seguenti farmaci che sta assumendo è quello più probabilmente responsabile per questo effetto avverso?,ciclosporina,naproxene,gentamicicina,ciclofosfamide,penicillina g,D,Area Preclinica 2016,farmacologia
123,il farmaco più attivo nell'interrompere un attacco di emicrania è:,propanololo,metisergide,clonidina,sumatriptan,amitriptilina,D,Area Preclinica 2016,farmacologia
124,l'induzione enzimatica:,accelera il metabolismo dei farmaci,avviene entro breve tempo dall'assunzione dal composto induttore,é un effetto dovuto solo all'assunzione dei farmaci,non comporta la modificazione del dosaggio,nessuna delle altre risposte indicate,A,Area Preclinica 2016,farmacologia
125,i neurolettici sono farmaci indicati nel trattamento di:,insonnia,ipertensione,mania acuta,convulsioni,dolore,C,Area Preclinica 2016,farmacologia
126,tutte le seguenti affermazioni relative ai glucocorticoidi sono corrette tranne:,mascherano i sintomi della malattia sottostante,la somministrazione acuta comporta sempre effetti indesiderati,la somministrazione cronica comporta sempre effetti indesiderati,la terapia con glucocorticoidi generalmente non è risolutiva,risultano utili nelle situazioni in cui la risposta dell'ospite è la causa della malattia,B,Area Preclinica 2016,farmacologia
127,i nitrati:,danno vasodilatazione solo in presenza di endotelio integro,sono vasodilatatori specifici per le arteriole e i vasi precapillari,diminuiscono sia il pre-carico che il post-carico,non agiscono sul muscolo liscio extravascolare,inducono effetti inotropi e cronotropi negativi,C,Area Preclinica 2016,farmacologia
128,in caso di grave emorragia dovuta ad iperdosaggio di eparina:,è necessario somministrare vitamina k per via endovenosa,bisogna praticare una trasfusione di plasma fresco,bisogna facilitare l'eliminazione renale del farmaco con diuretici ad alta efficacia,bisogna somministrare fibrinogeno,"è necessario somministrare un antidoto specifico, quale la protamina",E,Area Preclinica 2016,farmacologia
129,quale tra i seguenti farmaci non è controindicato in pazienti con ulcera peptica?,caffeina,fans,nicotina,prednisone,metoclopramide,E,Area Preclinica 2016,farmacologia
130,l'effetto massimo (emax) raggiunto da un farmaco è una misura di,potenza,efficacia,risposta quantale,grandezza dell'antagonista,indice terapeutico,B,Area Preclinica 2016,farmacologia
131,il bromuro di pancuronio si utilizza a scopo:,sedativo,analgesico,anestetico,miorilassante,vagolitico,D,Area Preclinica 2016,farmacologia
132,tutte le seguenti affermazioni sono corrette tranne:,la procainamide è un antiaritmico di classe i,la disopiramide non va somministrata in caso di insufficienza cardiaca congestizia,la chinidina glucuronata raggiunge il picco di concentrazione plasmatica 4 h dopo una somministrazione orale,il verapamil può convertire la fibrillazione atriale in flutter,"la chinidina solfato raggiunge il picco di concentrazione plasmatica 1,5 h dopo una somministrazione orale",D,Area Preclinica 2016,farmacologia
133,qual è l'indicazione elettiva della teicoplanina?,infezioni da pneumococchi,infezioni da micobatteri,infezioni da stafilococchi,infezioni da salmonella,infezioni da coli,C,Area Preclinica 2016,farmacologia
134,un farmaco generico è,una molecola usata per la terapia di molte malattie,una miscela di molecole,un farmaco usato nella terapia omeopatica,un farmaco che si può acquisire senza ricetta medica,un farmaco il cui brevetto è scaduto,E,Area Preclinica 2016,farmacologia
135,i contraccettivi ormonali femminili possono provocare lo sviluppo di:,adenoma epatico,cisti ovariche,carcinoma ovarico,gastrite,glaucoma,A,Area Preclinica 2016,farmacologia
136,la somministrazione di amminofillina endovena non causa:,vertigini,ipertensione,precordialgia,cefalea,nausea,B,Area Preclinica 2016,farmacologia
137,quale tra i seguenti non è un effetto avverso comune ai farmaci antiinfiammatori non steroidei:,intolleranza gastrointestinale,inibizione dell'aggregazione piastrinica,ipotensione ortostatica,nefrotossicità,reazioni di ipersensibilità,C,Area Preclinica 2016,farmacologia
138,quale tra le seguenti non è una manifestazione da sovradosaggio di benzodiazepine:,sonnolenza,atassia,astenia,diarrea,marcato rilasciamento muscolare,D,Area Preclinica 2016,farmacologia
139,il protossido d'azoto:,è un metabolita attivo dei nitroderivati,è un anestetico generale per via inalatoria,non ha attività analgesica,provoca una ipotensione dose-dipendente,inibisce la contrattilità uterina,B,Area Preclinica 2016,farmacologia
140,nell'intossicazione da oppiacei le pupille sono:,miotiche,midriatiche,anisicoriche,iperflessiche,intermedie,A,Area Preclinica 2016,farmacologia
141,e' un impiego clinico delle benzodiazepine:,morbo di parkinson,glaucoma,cefalea,insonnia,ulcera peptica,D,Area Preclinica 2016,farmacologia
142,l'utilizzo dei bloccanti neuromuscolari è utile in tutti i seguenti casi tranne:,nell'anestesia per il rilasciamento della muscolatura scheletrica,per prevenire traumi durante l'elettroshock,per facilitare manovre diagnostiche quali laringoscopia,negli spasmi della muscolatura liscia intestinale,per il controllo iniziale della pressione arteriosa in pazienti con aneurisma aortico,D,Area Preclinica 2016,farmacologia
143,le penicillinasi interferiscono con l'attività antibatterica delle penicilline mediante quale dei seguenti meccanismi?,aumentano la clearance renale della penicillina,mediante idrolisi dell'anello beta lattamico,mediante idrolisi dell'anello tiazolidinico,mediante spiazzamento della penicillina dal legame farmaco proteico,mediante deaminazione della catena laterale,B,Area Preclinica 2016,farmacologia
144,il farmaco antiaritmico di prima scelta per trattare le aritmie da digitale è:,frammenti fab antidigossina,lidocaina,procainamide,verapamil,propafenone,A,Area Preclinica 2016,farmacologia
145,quale tra questi gruppi è solitamente maggiormente rappresentato negli studi sperimentali con farmaci?,uomini adulti.,donne in età fertile.,neonati.,soggetti con più malattie.,soggetti anziani.,A,Area Preclinica 2016,farmacologia
146,tutti i seguenti fattori tendono ad abbassare la concentrazione plasmatica di un farmaco tranne:,la ridotta biodisponibilità orale,il riassorbimento tubulare renale,la biotrasformazione metabolica,l'escrezione biliare,la distribuzione tissutale,B,Area Preclinica 2016,farmacologia
147,"quale, dei sottoindicati, è il meccanismo d'azione della polimixina b?",interferenza con la subunità 30 s,aggancio alle pbps,interferenza con la subunità 50 s,reazione con la struttura fosfolipidica della membrana,nessuno dei meccanismi elencati,D,Area Preclinica 2016,farmacologia
148,nel trattamento di una faringite stafilococcica l'antibiotico da scegliere è:,fenossimetilpenicillina,rifampicina,tobramicina,cotrimossazolo,vancomicina,A,Area Preclinica 2016,farmacologia
149,"quale, tra i seguenti farmaci, non è utile nel trattamento della gotta?",allopurinolo,aspirina,colchicina,indometacina,probenecid,B,Area Preclinica 2016,farmacologia
150,quale di questi farmaci può essere considerato un agente di prima scelta per la terapia ambulatoriale del paziente con scompenso cardiaco non fibrillante?,dobutamina,amrinone,enalapril,digitossina,sodio nitroprussiato,C,Area Preclinica 2016,farmacologia
152,quale tra i seguenti farmaci non determina stipsi?,petidina,verapamil,carbonato di calcio,chinidina,colestiramina,D,Area Preclinica 2016,farmacologia
153,quale delle seguenti affermazioni riguardanti l'utilizzo degli antagonisti dei recettori per l'istamina nella terapia antiulcera è corretta?,agiscono sui recettori presenti a livello delle cellule enterocromaffino-simili,"la nizatidina, somministrata per os, ha una biodisponibilità minore del 30%",la cimetidina inibisce l'attività del citocromo p450,la ranitidina è utilizzata esclusivamente nell'esofagite da reflusso,gli antagonisti h2 sono escreti attraverso le feci,C,Area Preclinica 2016,farmacologia
154,"tutte le seguenti affermazioni riguardanti l'utilizzo degli antagonisti dei recettori per l'istamina nella terapia antiulcera sono errate, tranne:",agiscono sui recettori presenti a livello delle cellule enterocromoaffino-simili,"la nizatidina, somministrata per os ha una biodisponibilità minore del 30%",la cimetidina inibisce l'attività del citocromo p450,la ranitidina è utilizzata esclusivamente nell'esofagite da reflusso,gli antagonisti h2 sono escreti attraverso le feci.,C,Area Preclinica 2016,farmacologia
155,un paziente di 58 anni con una storia di 5 anni di angina pectoris ed un infarto miocardico recente è ricoverato per una seria emergenza ipertensiva. quale di questi farmaci verrà al meglio usato in questo paziente?,diazossido,nifedipina,minoxidil,labetalolo,idralazina,D,Area Preclinica 2016,farmacologia
156,uno dei seguenti è un effetto farmacologico della prazosina. indicarlo.,midriasi,diminuizione della frequenza cardiaca,diminuizione delle resistenze vascolari periferiche,ritenzione urinaria,aumento del tono venoso,C,Area Preclinica 2016,farmacologia
157,quale delle seguenti e' un'indicazione clinica dei farmaci antistaminici h2 ?,asma bronchiale,ulcera gastrica,ansia,diarrea,rinite stagionale,B,Area Preclinica 2016,farmacologia
158,quale delle seguenti affermazioni sulle tetracicline è corretta?,sono considerate sicure in gravidanza,sono raccomandate per l'utilizzo nel bambino,si dovrebbero somministrare con antiacidi,sono utili per trattare le infezioni da rickettsie,non producono resistenze batteriche,D,Area Preclinica 2016,farmacologia
159,lo studio dei fattori che determinano le variazioni della concentrazione plasmatica di un farmaco nel tempo è definito:,farmacodinamica,farmacosorveglianza,farmacogenetica,farmacocinetica,farmacovigilanza,D,Area Preclinica 2016,farmacologia
160,l'intossicazione da sali di litio migliora con:,"urea, cloruro di sodio, acetazolamide, emodialisi",neurolettici,ansiolitici,acqua in dosi abbondanti,epatoprotettori,A,Area Preclinica 2016,farmacologia
161,quale dei seguenti farmaci è associato con effetti femmninilizzanti negli uomini nel corso di una terapia cronica?,cimetidina,nizatidina,famotidina,ranitidina,omeprazolo,A,Area Preclinica 2016,farmacologia
162,"un garagista di 26 anni è a letto da 3 giorni con febbre, malessere, tosse e lieve affanno. non si riscontrano faringite o linfoadenopatia, ma all'ascultazione del torace pochi ronchi e non sibili o rantoli. una radiografia evidenzia un quadro broncopneumonico. escludendo allergie a farmaci, quale dei seguenti antibiotici andrebbe inizialmente consigliato?",spiramicina,claritromicina,cloramfenicolo,cefalexina,penicillina v potassica,B,Area Preclinica 2016,farmacologia
