index,question,answer,macro_category,area,gemma,llama,mistral
235,la brusca sospensione della terapia con pindololo è associata ad ipertensione di rimbalzo meno grave di quella indotta dalla brusca sospensione del propranololo. questo perchè il pindololo,C,farmacologia,Preclinica,A,C,C
236,il mannitolo è:,B,farmacologia,Preclinica,B,B,B
237,l'uso dei beta-bloccanti è da sconsigliare:,E,farmacologia,Preclinica,E,E,E
238,e' un effetto lamentato di frequente dai pazienti in terapia con enalapril:,D,farmacologia,Preclinica,D,D,D
239,"tutti i seguenti farmaci sono utilizzato nella terapia dell'asma bronchiale, tranne:",A,farmacologia,Preclinica,A,A,A
240,quale delle seguenti condizioni cardiovascolari non è stata associata all'uso di contraccentivi orali?,E,farmacologia,Preclinica,E,E,E
241,il valproato di sodio è un farmaco:,C,farmacologia,Preclinica,C,C,C
242,la dose orale di morfina considerate equivalente a 10 mg intramuscolo è:,C,farmacologia,Preclinica,C,C,C
243,"in soggetti con storia di miopatie, gli inibitori della hmg-coa reduttasi (statine):",B,farmacologia,Preclinica,B,B,B
244,quale dei seguenti effetti collaterali non è indotto dalla somministrazione ripetuta di furosemide?,A,farmacologia,Preclinica,A,A,A
245,l'acido vanilmandelico è il principale catabolita di ?,E,farmacologia,Preclinica,C,E,E
246,la biodisponibilità di un farmaco,A,farmacologia,Preclinica,A,A,A
247,quale tra i seguenti non è un effetto avverso dell'adrenalina?,E,farmacologia,Preclinica,E,E,C
248,quale tra questi argomenti relativi a un farmaco non è compreso nella farmacocinetica?,A,farmacologia,Preclinica,A,A,A
249,il rapporto tra la concentrazione del farmaco che induce un effetto tossico e quella necessaria a produrre l'effetto terapeutico è definito:,D,farmacologia,Preclinica,D,D,D
250,quale tra le seguenti affermazioni relative alla terapia immunosoppressiva non è corretta?,D,farmacologia,Preclinica,D,D,C
251,i diuretici inibitori dell'anidrasi carbonica,A,farmacologia,Preclinica,A,A,A
252,un test di tossicità preclinica prevede il trattamento di un animale maschio adulto con un farmaco prima dell'accoppiamento; la femmina gravida è successivamente esaminata per individuare eventuale morte o anomalie dei feti. il suddetto test è quindi una prova di:,B,farmacologia,Preclinica,A,A,A
253,quale tra gli effetti collaterali sottoelencati è associato all'uso di meticillina?,B,farmacologia,Preclinica,B,B,B
254,i sintomi più gravi dell'astinenza da morfina si verificano dopo:,C,farmacologia,Preclinica,C,C,C
255,"in un paziente scompensato in trattamento con digitossina, la comparsa di nausea e vomito è molto probabilmente espressione di",D,farmacologia,Preclinica,D,D,D
256,uno dei seguenti farmaci ha un meccanismo d'azione analogo a quello delle penicilline: indicare quale.,A,farmacologia,Preclinica,A,A,A
257,perché ad un paziente affetto da ulcera peptica ed in trattamento con sucralfato non è utile associare gli inibitori della pompa protonica?,D,farmacologia,Preclinica,D,D,D
258,quale di questi effetti non è associato alla brusca interruzione della terapia antipertensiva con beta-bloccanti?,A,farmacologia,Preclinica,B,A,A
259,"un paziente con storia di ulcera gastrica è affetto da artrite reumatoide e pertanto va sottoposto a terapia con farmaci anti-infiammatori non-steroidei. quale, tra i farmaci sottoindicati, potrebbe essere contemporaneamente prescritto per ridurre il rischio di recidiva di ulcera peptica in questo paziente?",C,farmacologia,Preclinica,C,C,A
260,quale tra i seguenti non è un effetto collaterale degli no donors?,D,farmacologia,Preclinica,D,D,D
261,l'amoxicillina si differenzia dall'ampicillina,D,farmacologia,Preclinica,C,D,D
262,in generale i farmaci interagiscono con i loro siti recettoriali formando:,C,farmacologia,Preclinica,A,C,E
263,la bromocriptina è:,A,farmacologia,Preclinica,A,A,A
264,quali farmaci sono utili nelle infezioni erpetiche?,B,farmacologia,Preclinica,B,B,B
265,una donna di 59 anni forte fumatrice è stata trovata affetta 2 mesi prima da tumore polmonare. entra in ospedale in coma. il calcio sierico è di 16 mg/dl. quale dei seguenti farmaci potrebbe esser più utile per ridurre rapidamente il calcio sierico?,D,farmacologia,Preclinica,D,D,D
266,i cromoni sono indicati:,C,farmacologia,Preclinica,C,C,C
267,quale dei seguenti farmaci dovrebbe essere più utile in un paziente con edema cerebrale?,E,farmacologia,Preclinica,E,E,E
268,"un paziente lamenta tinniti, perdita dell'udito e vertigini dopo vari giorni di trattamento con quale dei seguenti diuretici?",B,farmacologia,Preclinica,D,B,B
269,"tutte le affermazioni seguenti riguardanti la cinetica delle penicilline sono esatte, tranne una. indicare quale.",B,farmacologia,Preclinica,B,B,B
270,l'eparina,D,farmacologia,Preclinica,D,D,D
271,quale delle seguenti affermazioni definisce gli effetti collaterali di un farmaco?,C,farmacologia,Preclinica,C,C,C
272,in un paziente in overdose da eroina si interviene tempestivamente con uno dei seguenti farmaci. quale ?,D,farmacologia,Preclinica,D,D,D
273,"un musicista rock è portato al pronto soccorso in preda ad una overdose di un farmaco che otteneva illecitamente. e' agitato, ha processi di pensiero disordinati, dimostra sintomatologia paranoica e 'sente voci'. la droga più possibilmente responsabile della sua condizione è:",C,farmacologia,Preclinica,C,C,C
274,i farmaci beta bloccanti (beta 1 selettivi) utilizzati in terapia possono indurre:,B,farmacologia,Preclinica,B,B,B
275,per quale dei seguenti antibiotici non è necessario allungare l'intervallo di tempo tra le dosi in presenza di una funzione renale compromessa?,A,farmacologia,Preclinica,B,A,A
276,quale delle seguenti vie di somministrazione prevede l'effetto di primo passaggio epatico?,A,farmacologia,Preclinica,A,A,A
277,gli inibitori della pompa protonica:,B,farmacologia,Preclinica,C,B,B
278,e' un farmaco anticoagulante:,B,farmacologia,Preclinica,B,B,B
279,quale dei seguenti farmaci è un calcio antagonista che influenza sia il tessuto vascolare che quello cardiaco:,A,farmacologia,Preclinica,A,A,A
280,"tutte le seguenti costituiscono una controindicazione all'uso dei salicilati, tranne:",E,farmacologia,Preclinica,B,E,E
281,quali dei seguenti agenti antimicrobici è assolutamente controindicato in gravidanza e nei bambini di età inferiore agli 8 anni ?,A,farmacologia,Preclinica,A,A,A
282,la rifampicina è un potente induttore del metabolismo ossidativo di molti farmaci. si sono osservate interazioni di rilevanza clinica con:,E,farmacologia,Preclinica,E,E,E
283,un paziente trattato con anticoagulanti orali può andare incontro al rischio:,B,farmacologia,Preclinica,B,B,B
284,definisce il tempo necessario affinché la massima concentrazione plasmatica del farmaco si riduca della metà:,B,farmacologia,Preclinica,B,B,B
285,l'atropina è:,B,farmacologia,Preclinica,B,B,B
286,quale delle seguenti affermazioni riguardanti gli aminoglucosidi è errata?,E,farmacologia,Preclinica,E,E,E
287,in un paziente diabetico l'antiipertensivo più indicato da prescrivere è:,E,farmacologia,Preclinica,E,E,E
288,"una delle seguenti penicilline, somministrata per via i.m., si assorbe lentamente e provoca perciò durature concentrazioni ematiche e tissutali; indicare quale.",B,farmacologia,Preclinica,B,B,B
289,indicare quale tra i seguenti farmaci non appartiene alla classe degli antidepressivi triciclici:,D,farmacologia,Preclinica,D,D,D
290,gli enzimi microsomiali,A,farmacologia,Preclinica,A,A,A
291,l'atropina è controindicata:,C,farmacologia,Preclinica,C,C,C
292,"la lidocaina somministrata endovena ha tutti i seguenti effetti, tranne:",A,farmacologia,Preclinica,C,A,A
293,"un paziente diabetico in trattamento insulinico scarsamente controllato si lamenta di fame, sudorazione e palpitazioni. l'esame fa rilevare pelle umida, pallida e ipotermia. quale indicazione può trarsi dai sintomi del paziente?",B,farmacologia,Preclinica,B,B,B
294,il sistema atc:,B,farmacologia,Preclinica,B,B,B
295,gli ace-inibitori sono controindicati:,B,farmacologia,Preclinica,B,B,B
296,"l'isoniazide, uno dei farmaci più attivi nel trattamento della tubercolosi:",C,farmacologia,Preclinica,C,C,C
297,quale delle affermazioni seguenti concernenti l'acido clavulanico è errata?,A,farmacologia,Preclinica,A,A,A
298,in un paziente in terapia con nitroderivati puo' facilmente insorgere:,B,farmacologia,Preclinica,B,B,B
299,quale tra i seguenti farmaci non inibisce la segrezione acida gastrica indotta da istamina?,C,farmacologia,Preclinica,C,C,C
300,l'intossicazione da sali di litio può verificarsi facilmente:,A,farmacologia,Preclinica,A,A,A
301,quale enzima inattiva gli antibiotici imipenemici?,C,farmacologia,Preclinica,D,C,C
302,la terapia con propanololo è controindicata in caso di:,D,farmacologia,Preclinica,D,D,D
303,quale delle seguenti condizioni è associata maggiormente ad un problema di crescita piuttosto che di pigmentazione abnorme nella cavità orale?,A,farmacologia,Preclinica,D,C,C
304,quali delle seguenti tipologie di reazioni avverse non sono da segnalare?,B,farmacologia,Preclinica,B,B,B
305,la somministrazione di farmaci acidificanti urinari determina,A,farmacologia,Preclinica,A,C,A
306,quale dei seguenti effetti collaterali della l-dopa viene ridotto dall'associazione con carbidopa?,C,farmacologia,Preclinica,C,C,C
307,l'indice terapeutico esprime,D,farmacologia,Preclinica,A,D,A
308,quale tra le seguenti affermazioni sull'ipercolesterolemia familiare omozigote è corretta?,B,farmacologia,Preclinica,B,B,B
309,quale delle seguenti affermazioni sul verapamil è errata?,A,farmacologia,Preclinica,A,A,A
310,gli antagonisti dei recettori 5-ht3 possono essere impiegati in terapia come:,A,farmacologia,Preclinica,A,A,A
311,"per avere una probabilità statisticamente significativa (p<0.05) di rilevare almeno un caso di reazione avversa ad un farmaco quando la reazione medesima abbia una frequenza attesa di 1 : 10.000, quanti soggetti devono essere inclusi nell'osservazione?",C,farmacologia,Preclinica,B,C,C
312,quali tra i seguenti sono potenziali effetti collaterali dei diuretici tiazidici:,A,farmacologia,Preclinica,A,A,A
313,la yoimbina è un:,D,farmacologia,Preclinica,D,D,D
314,quale dei sottoelencati farmaci è un alfa 1 agonista?,E,farmacologia,Preclinica,E,E,E
315,l'effetto anticoagulante dell'eparina:,E,farmacologia,Preclinica,E,E,E
316,"studi epidemiologici hanno stabilito che l'uso di contracettivi orali diminuisce l'incidenza di tutte le seguenti condizioni, tranne:",D,farmacologia,Preclinica,D,D,D
317,quale dei seguenti agenti farmacologici è il più appropriato nel trattare un uomo di 58 anni con un psa (prostatic-specific antigen) notevolmente elevato e malattia metastatica?,B,farmacologia,Preclinica,B,B,B
318,quale tra i seguenti può essere considerato indicatore di efficacia clinica nella prevenzione delle malattie coronariche:,D,farmacologia,Preclinica,D,D,D
319,un ace-inibitore è indicato:,D,farmacologia,Preclinica,D,D,D
320,quando un medico rileva in un suo paziente una sospetta reazione avversa a farmaci invia una specifica segnalazione:,A,farmacologia,Preclinica,A,A,A
321,qual è il meccanismo d'azione degli antidepressivi triciclici?,E,farmacologia,Preclinica,E,E,E
322,quale dei farmaci elencati deve essere assunto insieme a cilastatina (un inibitore delle diidropeptidasi)?,A,farmacologia,Preclinica,A,A,A
323,l'acido acetilsalicilico si differenzia dagli altri fans:,B,farmacologia,Preclinica,B,B,B
324,"in un paziente con attacco di angina pectoris in atto, la nitroglicerina deve essere somministrata:",B,farmacologia,Preclinica,B,B,B
325,quale tra i seguenti non rappresenta un importante effetto avverso della ciclosporina?,E,farmacologia,Preclinica,E,E,E
326,indicare l'affermazione esatta,B,farmacologia,Preclinica,B,B,B
327,quale dei seguenti farmaci aumenta il tono dello sfintere esofageo in pazienti con reflusso gastroesofageo senza aumentare la secrezione gastrica di acido?,A,farmacologia,Preclinica,A,A,A
328,quale dei seguenti non è un comune effetto avverso delle benzodiazepine?,E,farmacologia,Preclinica,E,E,E
329,"depositi corneali, alterazioni della vista e fotofobia sono effetti collaterali che si associano all'uso di:",D,farmacologia,Preclinica,D,D,E
330,"i seguenti sono criteri utili alla definizione del rapporto di causalità tra assunzione di un farmaco e verificarsi di un evento avverso, ad eccezione di:",B,farmacologia,Preclinica,B,B,C
331,la somministrazione endovenosa di noradrenalina in un paziente che assume una dose efficace di atropina determinerà:,A,farmacologia,Preclinica,A,A,A
332,"un paziente viene trattato con il farmaco a, che ha un'alta affinità per l'albumina, e che viene somministrato in quantità che non eccedono la capacità di legame dell'albumina. al trattamento viene aggiunto un secondo farmaco, b. anche il farmaco b ha elevata affinità per l'albumina, ma viene somministrato in quantità 100 volte superiori alla capacità di legame dell'albumina. quale delle seguenti situazioni si presenta dopo la somministrazione del farmaco b?",A,farmacologia,Preclinica,B,A,B
333,un importante impiego clinico del metadone e' nella terapia sostitutiva nella dipendenza da:,D,farmacologia,Preclinica,D,D,D
334,"un paziente con uretrite causata da un ceppo di neisseria gonorrhoeae che produce penicillinasi può essere efficacemente trattato con qualunque dei seguenti agenti, tranne:",E,farmacologia,Preclinica,E,E,E
335,quale tra le seguenti procedure è necessaria per l'avvio di una sperimentazione di fase iii?,A,farmacologia,Preclinica,B,B,A
336,le ricette ministeriali speciali:,A,farmacologia,Preclinica,C,B,A
337,un paziente in terapia con ciprofloxacina deve evitare l'assunzione di:,B,farmacologia,Preclinica,B,B,B
338,il warfarin:,D,farmacologia,Preclinica,D,D,D
339,quale tra le seguenti cefalosporine passa meglio la barriera emato-encefalica?,C,farmacologia,Preclinica,C,C,C
340,l'azatiopirina è un profarmaco della mercaptopurina progettato con lo scopo di:,D,farmacologia,Preclinica,B,D,D
341,quale dei sottoelencati è il meccanismo d'azione dell'ac. fusidico?,D,farmacologia,Preclinica,D,B,B
342,quale di questi oppioidi non ha un alto rischio di dipendenza psichica?,A,farmacologia,Preclinica,B,A,B
343,quale tra le seguenti procedure è necessaria per l'avvio di una sperimentazione di fase iv?,C,farmacologia,Preclinica,B,C,C
344,i farmaci anestetici passano la barriera placentare:,A,farmacologia,Preclinica,A,A,A
345,quale dei seguenti principi attivi è impiegato nei confronti di pseudomonas aeruginosa?,C,farmacologia,Preclinica,C,C,C
346,quale delle seguenti affermazioni riferite alla fase iii della sperimentazione clinica dei farmaci è corretta?,C,farmacologia,Preclinica,C,C,C
347,quale tra i seguenti farmaci non mima l'effetto del neurotrasmettitore sul recettore postsinaptico?,E,farmacologia,Preclinica,E,E,E
348,indicare quale dei seguenti farmaci può provocare prolungamento del tratto qt dell'ecg:,E,farmacologia,Preclinica,E,E,E
349,quale dei seguenti non e' considerato un antitubercolare di prima scelta:,D,farmacologia,Preclinica,D,D,D
350,le tetracicline:,B,farmacologia,Preclinica,B,B,B
351,il metotrexato inibisce specificamente:,C,farmacologia,Preclinica,C,C,C
352,"tra i farmaci sottoelencati vi e' un antimetabolita, usato nella leucemia mielogena acuta, che viene fosforilato ad inibitore nucleotidico della dna polimerasi:",C,farmacologia,Preclinica,C,C,C
353,l' acyclovir e' inefficace contro:,D,farmacologia,Preclinica,D,D,E
354,quale tra questi principi attivi non fa parte della categoria dei bloccanti del recettore per l'angiotensina ii?,C,farmacologia,Preclinica,C,C,C
