,id,question,A,B,C,D,E,answer,category,macro category
110,111,quale funzione svolge lo sfintere esofageo inferiore?,impedire il reflusso di materiale gastrico nell'esofago,ritardare il transito del bolo,accelerare il transito del bolo,favorire l'eruttazione,svolge tutte le funzioni indicate,A,Area Clinica 2019,chirurgia generale
111,112,"in un paziente con storia di coliche biliari ripetute, il rilievo di vie biliari dilatate, ma prive di calcoli, è presumibilmente dovuta, in prima istanza, a:",tumore della testa del pancreas,colangite sclerosante,stenosi infiammatoria della papilla di vater,atonia della via biliare principale,cirrosi biliare secondaria,C,Area Clinica 2019,chirurgia generale
112,113,tutte le seguenti indagini strumentali sono indicati per la diagnosi di feocromocitoma tranne:,risonanza magnetica,tac,aortografia,flebografia retrograda,pielografia ascendente,E,Area Clinica 2019,chirurgia generale
113,114,il segno di troisier è :,la presenza di ascite neoplastica,un particolare tipo di metastasi ovarica,la presenza di linfonodi palpabili metastaticiin sede sopraclaveare,un segno di ipocalcemia post resezione gastrica,un segno precoce dell'ascite chilosa,C,Area Clinica 2019,chirurgia generale
114,115,il tumore di klatskin e':,un tumore maligno delle vie biliari intraepatiche,tumore maligno della confluenza dei dotti epatici destro e sinistro,tumore maligno della testa del pancreas,tumore maligno della coda del pancreas,tumore maligno del corpo del pancreas,B,Area Clinica 2019,chirurgia generale
115,116,una tromboflebite migrante resistente al trattamento con anticoagulanti è suggestiva per una diagnosi di:,ulcera gastrica,carcinoma del pancreas,cirrosi biliare,colecistite calcolosa,perforazione colica,B,Area Clinica 2019,chirurgia generale
116,117,il corretto trattamento chirurgico per una neoplasia del colon ascendente è:,l'emicolectomia destra,l'emicolectomia sinistra,la resezione ileo-ciecale,la resezione segmentaria,la colectomia subtotale,A,Area Clinica 2019,chirurgia generale
117,118,la diagnosi citologica di cancro broncogeno in un paziente con esame dell'espettorato e broncoscopia negativi può essere ottenuta con:,agospirato,tac,stratigrafia,scintigrafia,broncografia,A,Area Clinica 2019,chirurgia generale
118,119,"in caso di ostruzione completa del giunto pielo-ureterale da parte di un calcolo, per la precisa localizzazione del calcolo, quale indagine diagnostica è più indicata?",urografia endovenosa,tac,scintigrafia renale,radiografia diretta dell'addome,pielografia ascendente,E,Area Clinica 2019,chirurgia generale
119,120,"tutti i seguenti possono essere esito di incompleta chiusura dell'uraco, tranne:",fistola urinosa ombellicale,calcoli del dotto,cisti o ascessi,neoplasie,"""caput medusae""",E,Area Clinica 2019,chirurgia generale
120,121,l'angina abdominis è determinata da:,neoplasia del colon,emorragia intestinale,diverticolite,ischemia cronica intestinale,ulcera peptica post-anastomotica,D,Area Clinica 2019,chirurgia generale
121,122,qual e' il carcinoma della tiroide piu' frequente?,papillifero,midollare,follicolare,anaplastico,emangiosarcoma,A,Area Clinica 2019,chirurgia generale
122,123,una emorragia rettale come si definisce?,ematemesi,melena,proctorragia,enterorragia,menorragia,C,Area Clinica 2019,chirurgia generale
123,124,"quale, tra i seguenti esami, consente una diagnosi differenziale fra acalasia cardiale e cancro dell'esofago?",mediastinoscopia,esofagoscopia con biopsia,esofagografia,manometria esofagea,phmetria,B,Area Clinica 2019,chirurgia generale
124,125,il test diagnostico piu' sensibile per la diagnosi di reflusso gastroesofageo e':,egds,manometria,ph metria,rx torace,rx con pasto baritato,C,Area Clinica 2019,chirurgia generale
125,126,quale dei seguenti parametri è più determinante nella valutazione prognostica di un paziente affetto da reflusso vescico-ureterale:,la presenza di una nefropatia da reflusso,l'età,una familiarità positiva,la frequenza degli episodi infettivi delle vie urinarie negli ultimi 12 mesi,l'estensione ad entrambi i lati della patologia,A,Area Clinica 2019,chirurgia generale
126,127,la toracotomia d'urgenza è indicata in caso di:,contusione polmonare,versamento pleurico bilaterale,emotorace rifornito,pneumatorace a valvola,empiema pleurico,C,Area Clinica 2019,chirurgia generale
127,128,l'acalasia è:,una alterazione motoria caratterizzata esclusivamente da mancato rilasciamento dello sfintere esofageo inferiore,una alterazione motoria caratterizzata da mancato rilasciamento dello sfintere esofageo superiore,"una alterazione motoria caratterizzata da mancato rilasciamento dello sfintere esofageo inferiore, assente od incoordinata attività peristaltica e dilatazione dell'esofago","una alterazione motoria caratterizzata da mancato rilasciamento dello sfintere esofageo superiore, assente od incoordinata attività peristaltica e dilatazione dell'esofago","una alterazione motoria caratterizzata da mancato rilasciamento dello sfintere esofageo superiore ed inferiore, assente od incoordinata attività peristaltica e dilatazione dell'esofago",C,Area Clinica 2019,chirurgia generale
128,129,cosa significa xenotrapianto:,trapianto tra consanguinei,trapianto tra esseri umani di sesso diverso,trapianto tra esseri umani di razza diversa,trapianto tra individui di specie diversa,trapianto di organo artificiale,D,Area Clinica 2019,chirurgia generale
129,130,la sede più frequente dell'ulcera gastrica e':,il fondo,l'antro,la grande curvatura,la piccola curvatura,il cardias,D,Area Clinica 2019,chirurgia generale
130,131,"di fronte a una paziente con stillicidio ematico del capezzolo, qual è l'esame di prima scelta che è più indicato eseguire:",ecografia mammaria,duttogalattografia,mammografia,agoaspirato della lesione palpabile,tac,B,Area Clinica 2019,chirurgia generale
131,132,a quanti cm. dalla valvola ileo-cecale si reperta più frequentemente il diverticolo di meckel:,a 20 cm.,a 10 cm.,a 60 cm,a 1 metro,"a 1 ,5 metro",C,Area Clinica 2019,chirurgia generale
132,133,in quale neoplasia testicolare si ha elevazione della b-hcg?,sertolioma,seminoma,corioncarcinoma,leydigioma,carcinoma anaplastico,C,Area Clinica 2019,chirurgia generale
133,134,"nella trombosi venosa profonda degli arti inferiori, la positività del segno di homan è rappresentata da:",dilatazione delle vene superficiali della gamba,stravaso emorragico nei tessuti circostanti,ipersensibilità al freddo,dolore al polpaccio durante la flessione dorsale del piede,assenza del polso femorale,D,Area Clinica 2019,chirurgia generale
134,135,"il trattamento di scelta di una neoplasia epatica, limitata ad uno dei due lobi principali, è:",radioterapia e chemioterapia,sola chemioterapia,sola radioterapia,chemioterapia endoarteriosa epatica,"epatectomia (destra o sinistra), eventualmente seguita da chemioterapia",E,Area Clinica 2019,chirurgia generale
135,136,la legatura della vena spermatica e' indicata in caso di:,varicocele,aumento congenito del numero delle vene del funicolo,nella stasi venosa del testicolo,nelle orchiti recidivanti,nell'epididimite,A,Area Clinica 2019,chirurgia generale
136,137,in presenza di opacità polmonare in un soggetto di 40 anni è necessario:,iniziare un ciclo di terapia antibiotica,intervenire al più presto chirurgicamente,chiarire la diagnosi prima di stabilire la terapia,iniziare un ciclo di chemioterapia antitubercolare,tutte le altre risposte indicate,C,Area Clinica 2019,chirurgia generale
137,138,un corpo estraneo endo-bronchiale:,può essere trattato con terapia conservativa,deve essere rimosso endoscopicamente,deve essere rimosso chirurgicamente,"deve essere rimosso endoscopicamente, solo se acuminato","deve essere rimosso chirurgicamente, solo se acuminato",B,Area Clinica 2019,chirurgia generale
138,139,un aumento del fremito vocale tattile si rileva in caso di:,empiema pleurico,versamento pleurico,pneumotorace,addensamento polmonare con bronchi pervi,enfisema polmonare,D,Area Clinica 2019,chirurgia generale
139,140,tutti i seguenti sono sintomi tipici di carcinoma del retto tranne:,dolore iperperistaltico in fossa iliaca destra (fidx),presenza di alvo alterno,tenesmo,mucorrea mattutina,stipsi ingravescente,A,Area Clinica 2019,chirurgia generale
140,141,"dolore e distensione addominale, aumento della peristalsi, vomito, alvo chiuso a feci e gas sono caratteristiche di:",occlusione intestinale,peritonite,pancreatite,colecistite,tutte le condizioni indicate,A,Area Clinica 2019,chirurgia generale
141,142,"tutti i seguenti tumori possono dare una sindrome di cushing paraneoplastica, tranne:",tumori del timo,tumori del pancreas,tumori dell'osso,tumori del colon,tumori dell'ovaio,C,Area Clinica 2019,chirurgia generale
142,143,"un miocardio severamente danneggiato può andare incontro a fibrillazione atriale o arresto cardiaco in tutte le seguenti manovre e situazioni , tranne:",aspirazione endotracheale,intubazione naso - gastrica,vomito,stimolazione vagale,misurazione della pressione artesiosa,E,Area Clinica 2019,chirurgia generale
143,144,"il carcinoma colo-rettale ereditario non polipoide sede-specifico (sindrome di linch i) ha le seguenti caratteristiche , tranne:",ereditarietà autosomica dominante,prevalenza nel colon prossimale,giovane età di insorgenza,frequente tromboflebite migrante,è associato a mutazione a carico dei geni del mismatch repair,D,Area Clinica 2019,chirurgia generale
144,145,"quale tra le seguenti patologie può essere più frequentemente causa di una tromboflebite migrante, resistente alla terapia anticoagulante?",carcinoma del pancreas,cirrosi biliare,sindrome di mallory-weiss,colecistite acuta,ulcera perforata,A,Area Clinica 2019,chirurgia generale
145,146,che cosa non comprendono i sintomi tipici della dispepsia?,stitichezza,tensione epigastrica post prandiale,bruciori,eruttazione,pirosi,A,Area Clinica 2019,chirurgia generale
146,147,"nei soggetti affetti da diverticolosi esofagea, l'esofagoscopia è:",da consigliare,da evitare assolutamente,necessaria,da praticare con cautela dopo indagine radiografica,indispensabile,D,Area Clinica 2019,chirurgia generale
147,148,un uomo di 48 anni ha una massa soffice adesa ad un testicolo. lo scroto è rosso e soffice. e' presente febbre e piuria. la diagnosi più probabile è:,ernia incarcerata,tubercolosi dell'epididimo,neoplasia del testicolo,epididimite acuta,prostatite,D,Area Clinica 2019,chirurgia generale
148,149,"tutte le seguenti sono complicacanze della colecistite acuta, tranne:",pancreatite,peritonite,fistola biliare,perforazione,tromboflebite migrante,E,Area Clinica 2019,chirurgia generale
149,150,"donna di 60 anni con neoplasia di 1 cm. di diametro, localizzata al quadrante supero-esterno della mammella dx. senza evidenti metastasi a distanza. la paziente gode di un ottimo stato di salute, è autonoma nella sua vita di relazione e vive in famiglia. quale tra le seguenti è l'opzione terapeutica chirurgica più ragionevole?",non si opera,si opera con mastectomia radicale conservando i muscoli pettorali,si esegue una quadrantectomia con esame del linfonodo sentinella,si esegue tumorectomia in anestesia locale,si esegue mastectomia sottocutanea,C,Area Clinica 2019,chirurgia generale
150,151,la malattia di riedel della tiroide è:,un adenoma,un'iperplasia tiroidea semplice,una neoplasia,una cisti tiroidea complicata,una malattia infiammatoria cronica,E,Area Clinica 2019,chirurgia generale
151,152,quale delle seguenti può costituire una causa di ileo paralitico?,morbo di crohn,un volvolo del sigma,ipokaliemia,ileo biliare,neoplasia del retto,C,Area Clinica 2019,chirurgia generale
152,153,il seminoma del testicolo:,e' il più raro tumore testicolare,si accresce velocemente,metastatizza di preferenza alle ossa,tutte le risposte indicate,nessuna delle risposte indicate,E,Area Clinica 2019,chirurgia generale
153,154,"in un paziente anziano tutte le seguenti sono condizioni predisponenti alla formazione di una piaga da decubito, tranne:",malnutrizione,allettamento,diabete,vasculopatia,familiarità,E,Area Clinica 2019,chirurgia generale
154,155,quale esame faresti in un paziente che ha presentato ematemesi?,broncoscopia,rx digerente,esofago-gastro-duodeno-scopia,rx diretto addome,clisma opaco,C,Area Clinica 2019,chirurgia generale
155,156,la sindrome di pancoast può essere determinata da patologia a carico di:,stomaco,base del polmone,apice del polmone,surrene,rene,C,Area Clinica 2019,chirurgia generale
156,157,la resezione addomino-perineale secondo miles prevede:,proctocolectomia totale con anastomosi ileo-anale con cistectomia,"amputazione di retto, ano e sfintere anale e colostomia definitiva","resezione anteriore bassa, anastomosi colo rettale e colostomia provvisoria di protezione",procto-colectomia totale con ileostomia definitiva,proctocolectomia totale con anastomosi ileo-anale latero-terminale,B,Area Clinica 2019,chirurgia generale
157,158,quale tra le seguenti condizioni non e' associata ad amenorrea ovulatoria ?,sindrome di cushing,sindrome di asherman,agenesia mulleriana,fibroma ostruttivo,setto vaginale trasverso,A,Area Clinica 2019,chirurgia generale
158,159,"la tiroidectomia totale è l'intervento di scelta in tutte le seguenti patologie, tranne:",gozzo multinodulare,ca midollare,ca follicolare,ca anaplastico,nodulo solitario freddo,E,Area Clinica 2019,chirurgia generale
159,160,"nel trattamento palliativo del cancro esofageo, tutti i seguenti trattamenti possono trovare indicazione tranne:",esofagectomia totale,radioterapia,by-pass con ansa alla roux,applicazione di endoprotesi,gastrostomia,A,Area Clinica 2019,chirurgia generale
160,161,"in caso di linfogranuloma maligno, quale esame è decisivo per la diagnosi?",tac,ecogrfia,biopsia linfonodale,linfografia,risonanza magnetica,C,Area Clinica 2019,chirurgia generale
161,162,il megacolon tossico può essere l'evoluzione clinica di:,poliposi diffusa del colon,diverticolite cronica del colon,megacolon congenito,rettocolite ulcerosa,tumore del colon,D,Area Clinica 2019,chirurgia generale
